id,bonus,bonusLastChangedAt,endReason,endReasonLastChangedAt,ended,endedLastChangedAt,exitStep,exitStepLastChangedAt,exitStepDone,exitStepDoneLastChangedAt,exitSurvey,exitSurveyLastChangedAt,gameID,gameIDLastChangedAt,intro,introLastChangedAt,introDone,introDoneLastChangedAt,participantID,participantIDLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt,urlParams,urlParamsLastChangedAt,writtenPlan,writtenPlanLastChangedAt
01KC79FFZCYEFXMZGEYF857PHT,377,2025-12-11T18:11:51.071026686Z,,,game ended,2025-12-11T18:11:54.520920849Z,1,2025-12-11T18:12:57.25358184Z,,,"{""strength"":""I think it was pretty solid, we both had the same strategy."",""fair"":""Yeah i do believe both got a fair paid."",""feedback"":""It was lagging sometimes but overall it went everything well""}",2025-12-11T18:12:57.227182489Z,01KC792NTEQ8JKXK344BFAF58E,2025-12-11T18:09:17.983552259Z,2,2025-12-11T18:08:31.45407815Z,true,2025-12-11T18:09:26.475539266Z,01KC79FFEY6AEX8X9RD6XHYRGZ,2025-12-11T18:06:24.748658213Z,652454a8b70a3b07652a79f1,2025-12-11T18:06:24.748658213Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:06:24.75883811Z,baseline,2025-12-11T18:06:24.75883811Z,"{""PROLIFIC_PID"":""652454a8b70a3b07652a79f1"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b07ff4d2f7b6e5cd0c7f3""}",2025-12-11T18:06:25.021202768Z,"{""plan"":""i will try to pair with the other participant either B C or C D , since are the ones that compensate the most. Hope he goes with the same strategy.""}",2025-12-11T18:09:26.481684817Z
01KC79KKN5FKTXQ8R9H7EC11NJ,,,,,game failed,2025-12-11T18:33:11.262903515Z,,,true,2025-12-11T18:11:48.07720325Z,"{""gamefailed"":""nogame""}",2025-12-11T18:11:48.060848134Z,01KC79VKPY9KQXNKV1TNV8DH8V,2025-12-11T18:28:01.20695478Z,2,2025-12-11T18:10:48.712813522Z,,,01KC79KJFG20QX4RVS0A2QBB97,2025-12-11T18:08:39.589232444Z,66b9af8ca020d514f5131634,2025-12-11T18:08:39.589232444Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:08:39.598275045Z,baseline,2025-12-11T18:08:39.598275045Z,"{""PROLIFIC_PID"":""66b9af8ca020d514f5131634"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b07f8892ccf351c23eea1""}",2025-12-11T18:08:40.443996543Z,,
01KC79MEVDC6YXX778NYECD3DD,89,2025-12-11T18:16:53.313460104Z,disconnected,2025-12-11T18:17:28.384443385Z,game terminated,2025-12-11T18:17:28.355525789Z,,,true,2025-12-11T18:22:18.39455824Z,"{""gamefailed"":""nogame""}",2025-12-11T18:22:18.365091608Z,01KC79Q99654F9ET04XN20XZEB,2025-12-11T18:12:44.114818398Z,2,2025-12-11T18:11:16.520042136Z,true,2025-12-11T18:13:36.867467232Z,01KC79MDPC2YKCK0CRMBT5V7TZ,2025-12-11T18:09:07.437154573Z,65fae23bd06ae76bcc297e8b,2025-12-11T18:09:07.437154573Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:09:07.450621873Z,baseline,2025-12-11T18:09:07.450621873Z,"{""PROLIFIC_PID"":""65fae23bd06ae76bcc297e8b"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b0851038ca3dbfcd1e6db""}",2025-12-11T18:09:08.0280244Z,"{""plan"":""my game plan is to maximize my bonus""}",2025-12-11T18:13:36.850470525Z
01KC79NEWCDNEQWQ2E6S4FRZ7Z,,,,,game failed,2025-12-11T18:33:11.262903515Z,,,true,2025-12-11T18:11:52.900252989Z,"{""gamefailed"":""nogame""}",2025-12-11T18:11:52.911823494Z,01KC79VKPY9KQXNKV1TNV8DH8V,2025-12-11T18:28:01.20695478Z,2,2025-12-11T18:11:14.859555108Z,,,01KC79NDTHTHEAC39M0B2CP0PE,2025-12-11T18:09:40.236691658Z,6828bfaa1e2d2dc894dd9c52,2025-12-11T18:09:40.236691658Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:09:40.248290678Z,baseline,2025-12-11T18:09:40.248290678Z,"{""PROLIFIC_PID"":""6828bfaa1e2d2dc894dd9c52"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b0858cfa938c4c610f1ad""}",2025-12-11T18:09:40.798988919Z,,
01KC79S5BJ3FZ8KQYQ00B8BDAB,234,2025-12-11T18:19:04.570924528Z,,,game ended,2025-12-11T18:19:14.327110025Z,1,2025-12-11T18:21:00.909811909Z,,,"{""strength"":""My strength was option D "",""fair"":""Yes"",""feedback"":""I didn't encounter any problems""}",2025-12-11T18:21:00.881601005Z,01KC79Q5VKEKA6F68YHYY2PTG3,2025-12-11T18:13:53.868463638Z,2,2025-12-11T18:13:29.795125629Z,true,2025-12-11T18:14:05.691532182Z,01KC79S3ECHXF91MSMWJAG90DX,2025-12-11T18:11:41.554125677Z,67fcf4c455efaeab2e082526,2025-12-11T18:11:41.554125677Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:12:44.114818398Z,baseline,2025-12-11T18:12:44.114818398Z,"{""PROLIFIC_PID"":""67fcf4c455efaeab2e082526"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b08e64203721a0ea144df""}",2025-12-11T18:12:44.511809702Z,"{""plan"":""Different spots ""}",2025-12-11T18:14:05.625351695Z
01KC7A5GT6H5TCTEA2VECMEPXZ,161,2025-12-11T18:32:15.065067686Z,,,game ended,2025-12-11T18:32:32.699346902Z,1,2025-12-11T18:34:22.285777252Z,,,"{""strength"":""I tried to diversify the choices"",""fair"":""Thank you for inviting me. "",""feedback"":""absolutely yes""}",2025-12-11T18:34:22.253360306Z,01KC79VK0HYCMYG94EPY3TV8PH,2025-12-11T18:21:06.804691497Z,2,2025-12-11T18:19:38.789582106Z,true,2025-12-11T18:23:11.734188466Z,01KC7A5G3WM0391MNJY8DDAWT6,2025-12-11T18:18:26.502298185Z,5f21ff288900cb4709dd49aa,2025-12-11T18:18:26.502298185Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:18:26.737400993Z,baseline,2025-12-11T18:18:26.737400993Z,"{""PROLIFIC_PID"":""5f21ff288900cb4709dd49aa"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b08370e1151000befcb17""}",2025-12-11T18:18:27.045252056Z,"{""plan"":""i want to park in different places, but of the same color. ""}",2025-12-11T18:23:11.568595535Z
01KC79GWXG2AN5SGG1MDP4PN8P,209,2025-12-11T18:16:10.542261895Z,,,game ended,2025-12-11T18:16:27.819518994Z,1,2025-12-11T18:18:03.419846512Z,,,"{""strength"":"""",""fair"":""Yes"",""feedback"":""I enjoyed the game, no errors encountered!""}",2025-12-11T18:18:03.389052286Z,01KC792R3VN56ANE0EJ3WM1V55,2025-12-11T18:11:26.983307495Z,2,2025-12-11T18:09:36.208649521Z,true,2025-12-11T18:11:35.936798795Z,01KC79GVAR6K16CXV170P2FJ6B,2025-12-11T18:07:10.768153721Z,6740c21268f01d2602fb6e0e,2025-12-11T18:07:10.768153721Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:07:10.778569267Z,baseline,2025-12-11T18:07:10.778569267Z,"{""PROLIFIC_PID"":""6740c21268f01d2602fb6e0e"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b07eb3ec901656889cc41""}",2025-12-11T18:07:11.385971816Z,"{""plan"":""My game plan is to make sure my partner and I park in different spots, same colour, to maximize our earnings.""}",2025-12-11T18:11:35.924415529Z
01KC79JH0R6P4AJXEP9MB1KQ0F,103,2025-12-11T18:25:04.697716978Z,disconnected,2025-12-11T18:26:55.423057063Z,game ended,2025-12-11T18:26:55.507349437Z,,,true,2025-12-11T18:11:38.739423608Z,"{""gamefailed"":""nogame""}",2025-12-11T18:11:38.726642546Z,01KC79VJ6S95MS6XD8D1HAJ57N,2025-12-11T18:16:44.782616258Z,2,2025-12-11T18:15:19.03790681Z,true,2025-12-11T18:18:07.823807464Z,01KC79JFYW3BCNS70M0HRNR1FH,2025-12-11T18:08:04.120146833Z,66645cba7137870f5dce4263,2025-12-11T18:08:04.120146833Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:08:04.127917489Z,baseline,2025-12-11T18:08:04.127917489Z,"{""PROLIFIC_PID"":""66645cba7137870f5dce4263"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b084369f6f18470f13436""}",2025-12-11T18:08:04.677043001Z,"{""plan"":""My game plan is to avoid choosing the same parking spot as my partner, since that results in the largest MU penalty. Instead, I would coordinate so that we each choose a different spot within the same color pair (A+B or C+D), because this gives us the best outcome with only a small 10 MU discount. If communication is limited, I would use a simple rule—such as always choosing the left or right spot within the chosen color—to reduce the chance of overlap. This strategy maximizes our MU points while keeping the choices predictable for both of us.""}",2025-12-11T18:18:07.561189357Z
01KC79K0V50SP04EJBDH0RXGDM,115,2025-12-11T18:21:15.931070547Z,,,game ended,2025-12-11T18:21:31.468927132Z,1,2025-12-11T18:24:03.615209988Z,,,"{""strength"":""my strength was trying to avoid a penalty and making the right choices"",""fair"":""yes was fair"",""feedback"":""all good thanks""}",2025-12-11T18:24:03.645002776Z,01KC79VHNW7FWHSXXSWMJ4BAAT,2025-12-11T18:15:08.952858113Z,2,2025-12-11T18:12:58.840442072Z,true,2025-12-11T18:15:25.133993927Z,01KC79K0E72RTWR6XG906FFRVS,2025-12-11T18:08:20.325056871Z,669ccec35c9a0ab8c376a0ae,2025-12-11T18:08:20.325056871Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:08:20.338888636Z,baseline,2025-12-11T18:08:20.338888636Z,"{""PROLIFIC_PID"":""669ccec35c9a0ab8c376a0ae"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b08077adba47ca1b453b4""}",2025-12-11T18:08:20.539638369Z,"{""plan"":""so my plan will be to try to avoid the same spot as i would get a penalty and park in a diffrent spot of the same colour""}",2025-12-11T18:15:25.016405435Z
01KC79K8FY9RBVBW4HJTCGSFF0,,,,,game failed,2025-12-11T18:33:11.262903515Z,,,true,2025-12-11T18:12:06.05948435Z,"{""gamefailed"":""nogame""}",2025-12-11T18:12:06.048131266Z,01KC79VKPY9KQXNKV1TNV8DH8V,2025-12-11T18:28:01.20695478Z,2,2025-12-11T18:11:33.43355239Z,,,01KC79K7A2FC6SPZKABYJ9RC5C,2025-12-11T18:08:28.159015569Z,6697c17b6a6e530ae39ed5f8,2025-12-11T18:08:28.159015569Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:08:28.169251023Z,baseline,2025-12-11T18:08:28.169251023Z,"{""PROLIFIC_PID"":""6697c17b6a6e530ae39ed5f8"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b07ffa8387933cd32889e""}",2025-12-11T18:08:28.733509843Z,,
01KC79VA8M98QPTD70XDPZ3WPD,68,2025-12-11T18:18:46.903788908Z,disconnected,2025-12-11T18:20:29.66007474Z,game ended,2025-12-11T18:20:29.737583659Z,1,2025-12-11T18:31:55.947162246Z,,,"{""strength"":""I tried my best "",""fair"":""Yes it was fair"",""feedback"":""No problem encountered ""}",2025-12-11T18:31:55.978340874Z,01KC79VHQXS5144TA5BP0D53S4,2025-12-11T18:15:25.347832561Z,2,2025-12-11T18:14:37.647664961Z,true,2025-12-11T18:15:54.744489093Z,01KC79V94WNXN99XCGNPJ0WZ5J,2025-12-11T18:12:52.11630532Z,667b1ca693a1d52a0447f22f,2025-12-11T18:12:52.11630532Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:12:52.154114589Z,baseline,2025-12-11T18:12:52.154114589Z,"{""PROLIFIC_PID"":""667b1ca693a1d52a0447f22f"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b0859a058a1a24523bc05""}",2025-12-11T18:12:52.703734035Z,"{""plan"":""Plan is to park in different spots different color ""}",2025-12-11T18:15:54.770616279Z
01KC79AZHPWTK69BY5J67B7E59,173,2025-12-11T18:11:00.041051572Z,,,game ended,2025-12-11T18:11:06.169601486Z,1,2025-12-11T18:11:49.753192807Z,,,"{""strength"":""Weak because my partner was always picking different spots."",""fair"":""yes"",""feedback"":""n/a""}",2025-12-11T18:11:49.722835684Z,01KC792S06J6QXCJ8HVDY29CGM,2025-12-11T18:07:02.158275326Z,2,2025-12-11T18:05:52.51793818Z,true,2025-12-11T18:07:16.440514715Z,01KC79AZEG8Y8PRVBXBK1WXPPW,2025-12-11T18:03:56.854042959Z,62c84ca82b03c9aedbca4a2a,2025-12-11T18:03:56.854042959Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:03:56.863487303Z,baseline,2025-12-11T18:03:56.863487303Z,"{""PROLIFIC_PID"":""62c84ca82b03c9aedbca4a2a"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b07785b2de1195af5a971""}",2025-12-11T18:03:56.906448084Z,"{""plan"":""I want to park in a place different from my partner. But I want us both to pick the same color. If I notice my partner has a prefrance I will try to pick the same color.""}",2025-12-11T18:07:16.439107269Z
01KC79H9M9AXGFMSCYCRK2VATM,,,,,game failed,2025-12-11T18:33:11.262903515Z,,,true,2025-12-11T18:11:47.659680892Z,"{""gamefailed"":""nogame""}",2025-12-11T18:11:47.646846918Z,01KC79VKPY9KQXNKV1TNV8DH8V,2025-12-11T18:28:01.20695478Z,2,2025-12-11T18:11:33.153067623Z,,,01KC79H9ATMD30BTY8ZFV1Q7VJ,2025-12-11T18:07:23.785488153Z,610008383c0a128712403745,2025-12-11T18:07:23.785488153Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:07:23.805477966Z,baseline,2025-12-11T18:07:23.805477966Z,"{""PROLIFIC_PID"":""610008383c0a128712403745"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b08165ef1bcdbc6f69e5b""}",2025-12-11T18:07:23.954829431Z,,
01KC79VX4YMXCPQF7J5T6S5JJH,78,2025-12-11T18:18:46.903788908Z,disconnected,2025-12-11T18:20:29.66007474Z,game ended,2025-12-11T18:20:29.737583659Z,1,2025-12-11T18:21:45.873212941Z,,,"{""strength"":""I thought I performed well especially considering the very little time given"",""fair"":""Yes"",""feedback"":""Partner did not respond on time for the last game and was slow for the previous ones""}",2025-12-11T18:21:45.923963233Z,01KC79VHQXS5144TA5BP0D53S4,2025-12-11T18:15:25.347832561Z,2,2025-12-11T18:14:07.738831655Z,true,2025-12-11T18:15:32.304188642Z,01KC79VW12KZ0PSKWSH62TDM3F,2025-12-11T18:13:11.454958406Z,67c2e7b2821be870e6f00fbe,2025-12-11T18:13:11.454958406Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:13:11.482265891Z,baseline,2025-12-11T18:13:11.482265891Z,"{""PROLIFIC_PID"":""67c2e7b2821be870e6f00fbe"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b0832893be58b5fa90848""}",2025-12-11T18:13:12.121978239Z,"{""plan"":""My game plan is to accumulate as many MUs as possible by parking in different colored parking spots compared to the other player""}",2025-12-11T18:15:29.840002392Z
01KC79HT0F8XRMKEKFF8CCBQF5,,,disconnected,2025-12-11T18:11:31.821142534Z,game ended,2025-12-11T18:11:32.217589597Z,1,2025-12-11T18:12:58.919363904Z,,,"{""strength"":""I did not even get to finish the 1st round as partner disconnected or did not respond in time, so the game ended early."",""fair"":""No it was not as I did not even get to really play 1 round. "",""feedback"":""Not being to get through one round is ridiculous. ""}",2025-12-11T18:12:58.905742368Z,01KC792QDY5PWY64QNNCK4BSVK,2025-12-11T18:10:26.296246625Z,2,2025-12-11T18:09:06.940846097Z,true,2025-12-11T18:11:07.208381774Z,01KC79HSVYYQ4TYATT6BSCR4PF,2025-12-11T18:07:40.559527092Z,60f43c3a0fd9723feba1af38,2025-12-11T18:07:40.559527092Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:07:40.568219046Z,baseline,2025-12-11T18:07:40.568219046Z,"{""PROLIFIC_PID"":""60f43c3a0fd9723feba1af38"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b0851aff71935f106650c""}",2025-12-11T18:07:40.644782643Z,"{""plan"":""My plan is to avoid parking in the same spot as my partner and instead aim for the same-color but different-spot discount. If coordination isn’t possible, I’ll default to the lower-cost purple pair (C/D) and consistently choose the opposite spot from my partner to minimize MU.""}",2025-12-11T18:11:07.196871876Z
01KC7A3BW9FYP4AYCQFA2WBRTN,,,disconnected,2025-12-11T18:29:41.704604538Z,game ended,2025-12-11T18:29:41.791005369Z,1,2025-12-11T18:33:14.854666849Z,,,"{""strength"":""My strength in the game lies in spotting the optimal pairing and discount rule to minimize cost"",""fair"":""Yes it was fair "",""feedback"":""Was deciding between a and b and c and d.""}",2025-12-11T18:33:14.793876051Z,01KC79VKMCBGAZ7NXS8D0WYXB0,2025-12-11T18:27:48.129917919Z,2,2025-12-11T18:21:56.945931866Z,true,2025-12-11T18:28:01.035133333Z,01KC7A3AV5VRAXY94E9FR9WN7Y,2025-12-11T18:17:15.913540582Z,67d13c6050b5c178c06c9c69,2025-12-11T18:17:15.913540582Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:17:15.993498673Z,baseline,2025-12-11T18:17:15.993498673Z,"{""PROLIFIC_PID"":""67d13c6050b5c178c06c9c69"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b0a39ea4192ffc15bf79b""}",2025-12-11T18:17:16.540564704Z,"{""plan"":""I'll park in C and D using the 10 MU same color discount. Total cost 8+1-10=-1 MU (or effectively 18+11-10=19MU""}",2025-12-11T18:28:01.000395432Z
01KC7BKBD1SVC8J8YGB905VJ4T,,,,,null,2025-12-11T18:46:12.789127164Z,,,,,,,01KC79XM7A2G1W4MJFEGZ8HK9E,2025-12-11T18:46:12.789127164Z,2,2025-12-11T18:50:30.310726703Z,true,2025-12-11T18:53:49.110162221Z,01KC7BKA4P90M902KER3KS49RR,2025-12-11T18:43:28.289400882Z,65e07541b43de4b52497d0b6,2025-12-11T18:43:28.289400882Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:43:28.349792781Z,baseline,2025-12-11T18:43:28.349792781Z,"{""PROLIFIC_PID"":""65e07541b43de4b52497d0b6"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b0fdd53f90e967692fb7c""}",2025-12-11T18:43:28.881926857Z,"{""plan"":""My game plan is to park on different colours example, A, and my partner D. So that we can earn the most bonuses.""}",2025-12-11T18:53:49.07871376Z
01KC7968GT4Y7W2K61YEZYYZ01,233,2025-12-11T18:06:24.178905464Z,,,game ended,2025-12-11T18:06:29.644931931Z,1,2025-12-11T18:07:41.494397301Z,,,"{""strength"":""I would say it took me a second to understand what my partner's goal was and even then I mis-clicked at least once in the game so I don't feel great about my performance."",""fair"":""Yes I feel the pay was fair."",""feedback"":""This was a unique and interesting study.""}",2025-12-11T18:07:41.490046169Z,01KC792RTASY0JSKRRE5K8E1F9,2025-12-11T18:01:22.216905281Z,2,2025-12-11T18:03:27.021576736Z,true,2025-12-11T18:04:36.67039922Z,01KC7968CGDND7F0MTPCN6Q2PC,2025-12-11T18:01:22.202485767Z,5ed2bb7a67d51b24b2ac4037,2025-12-11T18:01:22.202485767Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:01:22.216905281Z,baseline,2025-12-11T18:01:22.216905281Z,"{""PROLIFIC_PID"":""5ed2bb7a67d51b24b2ac4037"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b06dcbd2568cf132dbd11""}",2025-12-11T18:01:22.302960262Z,"{""plan"":""My game plan is to select the color that will give me and my partner the greatest discount. In addition I will try to select the larger costing discount price so that my partner can select the smallest and we can try to maximize our earnings by paying the least for the parking spots.""}",2025-12-11T18:04:36.641398183Z
01KC79EZNG9TKMRXJ42Q2PD9ZM,204,2025-12-11T18:10:32.702615272Z,,,game ended,2025-12-11T18:10:36.901706439Z,1,2025-12-11T18:11:17.411772438Z,,,"{""strength"":""I was consistent with picking parking spot C after I think my partner realized that D was the cheapest spot."",""fair"":""Yes because I had to rely on my partner not being a total dummy. So realistically it was out of my control."",""feedback"":""No technical issues. ""}",2025-12-11T18:11:17.423850731Z,01KC792S662BJ5HPY24M0VV8VJ,2025-12-11T18:07:25.559567118Z,2,2025-12-11T18:06:39.078713297Z,true,2025-12-11T18:07:37.627414767Z,01KC79EZCR5FDGNVMBP5VSXPMA,2025-12-11T18:06:08.048400979Z,58f3760092ac81000154f8af,2025-12-11T18:06:08.048400979Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:06:08.100984525Z,baseline,2025-12-11T18:06:08.100984525Z,"{""PROLIFIC_PID"":""58f3760092ac81000154f8af"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b0800818cf7fea550cba5""}",2025-12-11T18:06:08.209304047Z,"{""plan"":""Hopefully I can figure out what my partner is doing and match the color parking spot. ""}",2025-12-11T18:07:37.625514909Z
01KC79GB6BP1RTRJCNVY3CJYQF,233,2025-12-11T18:11:20.68743148Z,,,game ended,2025-12-11T18:11:25.995579511Z,1,2025-12-11T18:11:51.670277575Z,,,"{""strength"":""I did not have a particular strength"",""fair"":""I feel the pay was not too fair"",""feedback"":""""}",2025-12-11T18:11:51.6833808Z,01KC792M0BM7GTS3CCE5Y5ZV08,2025-12-11T18:08:42.593818122Z,2,2025-12-11T18:08:20.710436921Z,true,2025-12-11T18:08:45.208611457Z,01KC79GA3ZS1SMYRG8KGCT4KW8,2025-12-11T18:06:52.61942755Z,60f801efc0846c47e4e755e6,2025-12-11T18:06:52.61942755Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:06:52.629063542Z,baseline,2025-12-11T18:06:52.629063542Z,"{""PROLIFIC_PID"":""60f801efc0846c47e4e755e6"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b08085aba0937f8367985""}",2025-12-11T18:06:53.196232255Z,"{""plan"":""My game plan is to pick either C or D and stick to it for all the rounds""}",2025-12-11T18:08:45.20532637Z
01KC79HER2FGGR3BXPEB7P7248,41,2025-12-11T18:15:16.612222651Z,disconnected,2025-12-11T18:17:05.017435013Z,game ended,2025-12-11T18:17:05.078591896Z,1,2025-12-11T18:21:23.53028407Z,,,"{""strength"":""I had a nice, quality strength, a powerful one."",""fair"":""yes"",""feedback"":""The game stopped impromptu ""}",2025-12-11T18:21:23.502747376Z,01KC79Q51TSE0QP3RTFEE09C80,2025-12-11T18:13:45.114298032Z,2,2025-12-11T18:10:56.066522127Z,true,2025-12-11T18:13:48.136988693Z,01KC79HDJE5W4ZPGJDZ4ESD4JH,2025-12-11T18:07:29.026592634Z,6773bcdecee988907232d78f,2025-12-11T18:07:29.026592634Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:07:29.037146131Z,baseline,2025-12-11T18:07:29.037146131Z,"{""PROLIFIC_PID"":""6773bcdecee988907232d78f"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b07fce4632f754475c2ba""}",2025-12-11T18:07:29.672470084Z,"{""plan"":""I intend to pack in different spots and different colors with my partner.""}",2025-12-11T18:13:47.821208452Z
01KC79PAGBD72AQS4WMTK3RFT5,,,,,game failed,2025-12-11T18:33:11.262903515Z,,,true,2025-12-11T18:11:46.020241225Z,"{""gamefailed"":""nogame""}",2025-12-11T18:11:46.007712632Z,01KC79VKPY9KQXNKV1TNV8DH8V,2025-12-11T18:28:01.20695478Z,2,2025-12-11T18:11:02.783034786Z,,,01KC79P9KNABSC224C49VXEGGP,2025-12-11T18:10:08.523993871Z,664b85e7ff6eae55f19c060d,2025-12-11T18:10:08.523993871Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:10:08.53851913Z,baseline,2025-12-11T18:10:08.53851913Z,"{""PROLIFIC_PID"":""664b85e7ff6eae55f19c060d"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b08a0a64dc8ac6b633e6e""}",2025-12-11T18:10:08.996731604Z,,
01KC79FT87VS3FE49AHYQ1BXHV,,,,,game failed,2025-12-11T18:33:11.262903515Z,,,,,,,01KC79VKPY9KQXNKV1TNV8DH8V,2025-12-11T18:28:01.20695478Z,2,2025-12-11T18:09:30.122677906Z,,,01KC79FSX69F222KATNMVTZZ8A,2025-12-11T18:06:35.271392804Z,5ed0091bd374190b9b04045d,2025-12-11T18:06:35.271392804Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:06:35.291137926Z,baseline,2025-12-11T18:06:35.291137926Z,"{""PROLIFIC_PID"":""5ed0091bd374190b9b04045d"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b080444fc2e782f2694cc""}",2025-12-11T18:06:35.480672536Z,,
01KC79VJYGBR0EM7VEEMCE0MFN,20,2025-12-11T18:15:33.122308633Z,disconnected,2025-12-11T18:16:02.934731245Z,game ended,2025-12-11T18:16:03.134680904Z,1,2025-12-11T18:17:12.044658676Z,,,"{""strength"":""I just went with the flow"",""fair"":""Yes I think it was fair"",""feedback"":""My partner disconnect earlier ""}",2025-12-11T18:17:12.022476703Z,01KC79Q7KZQDNHF5M1TY59AJCV,2025-12-11T18:14:14.952439877Z,2,2025-12-11T18:13:22.470013114Z,true,2025-12-11T18:14:37.064567808Z,01KC79VHE5M733M1NPT5TKMCFY,2025-12-11T18:13:01.00886545Z,67ee3a3355b21ad4bf59a2c8,2025-12-11T18:13:01.00886545Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:13:01.363835923Z,baseline,2025-12-11T18:13:01.363835923Z,"{""PROLIFIC_PID"":""67ee3a3355b21ad4bf59a2c8"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b0874170973688262a60c""}",2025-12-11T18:13:01.772604944Z,"{""plan"":""Play smart and  tone patient and reserve ""}",2025-12-11T18:14:37.045192189Z
